Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,Power system economics : designing markets for electricity /,Electric utilities--Economic aspects.; Electric industries--Economic aspects.; Electric power.; Electric utilities.; Electronic books.; Electric Utilities--Economic aspects; Electric industries--Economic aspects; Electric power; Electric utilities; Busine,HD,0471150401; 9780471150404; 0470545585; 9780470545584,"Stoft, Steven, author.",(PQKB)11242928; (PQKBWorkID)10393207; (PQKBTitleCode)TC448865; (PQKBTitleCode)TC0000448865; (PQKBManifestationID)12229843; (SSID)ssj448865; (SSID)ssj0000448865; (IEEE)5264048; (IDAMS)b000064810c3ee0; (IDAMS)0b000064810c3ee0; (CaBNVSL)mat5264048; (CaBNVSL)mat05264048; (CKB)2580000000002600,2002,,IEEE Press,,9982705497002771,992580000000002600
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,Probablistic risk assessment and management for engineers and scientists /,Risk assessment.; Risk management.; Electronic books.,HD,0780360176; 9780780360174; 0470546271; 9780470546277,"Kumamoto, Hiromitsu, author.",(PQKB)11302901; (PQKBWorkID)10391849; (PQKBTitleCode)TC448878; (PQKBTitleCode)TC0000448878; (PQKBManifestationID)12229845; (SSID)ssj448878; (SSID)ssj0000448878; (IEEE)5264399; (IDAMS)b000064810c4372; (IDAMS)0b000064810c4372; (CaBNVSL)mat5264399; (CaBNVSL)mat05264399; (CKB)2580000000002609,2000,2nd ed.,Wiley IEEE Press Imprint,,9982705496502771,992580000000002609
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,Putt's Law & the successful technocrat how to win in the information age /,Industrial management--Anecdotes.; Success in business--Anecdotes.; Technocracy--Anecdotes.; Electronic books.,HD,1280741929; 9781280741920; 9786610741922; 6610741921; 0470468998; 9780470468999; 0471788945; 9780471788942; 0471788937; 9780471788935; 0471714224; 9780471714224,"Putt, Archibald.",(MiAaPQ)EBC285172; (PQKB)11505318; (PQKBWorkID)10198374; (PQKBTitleCode)TC230905; (PQKBTitleCode)TC0000230905; (PQKBManifestationID)11193152; (SSID)ssj230905; (SSID)ssj0000230905; (OCoLC)669008277; (EBL)285172; (CKB)1000000000355231,c2006.,,John Wiley & Sons Inc,,9982733858102771,991000000000355231
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,Restructured electric power systems analysis of electricity markets with equilibrium models /,Electric utilities--Rates.; Electric power systems.; Equilibrium (Economics); Marketing--Mathematical models.; Electronic books.,HD,1118017072; 9781118017074; 1282848925; 9781282848924; 9786612848926; 6612848928; 0470608552; 9780470608555; 0470608544; 9780470608548; 0470260645; 9780470260647,"Zhang, Xiao-Ping.",(MiAaPQ)EBC624632; (PQKB)11375499; (PQKBWorkID)10444272; (PQKBTitleCode)TC441766; (PQKBTitleCode)TC0000441766; (PQKBManifestationID)12164422; (SSID)ssj441766; (SSID)ssj0000441766; (OCoLC)699474878; (EBL)624632; (CKB)2670000000046858,c2010.,,John Wiley & Sons,IEEE Press Series on Power Engineering,9982699160802771,992670000000046858
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,The economics of electricity markets /,Electric power consumption.; Electric power--Economic aspects.; Electric utilities.; Electronic books.,HD,1118775716; 9781118775714; 1118775740; 9781118775745; 1118775732; 9781118775738; 1306958237; 9781306958233; 1118775759; 9781118775752,"Biggar, Darryl R. author. (Darryl Ross),",(MiAaPQ)EBC1734299; (OCoLC)878117435; (EBL)1734299; (CKB)3710000000187054,2014.,,Wiley; IEEE Press,Wiley - IEEE,9982797534902771,993710000000187054
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HD,Available,The essential manager : how to thrive in the global information jungle /,Management.; Information technology--Management.; Executive ability.; Electronic books.,HD,1119004934; 9781119004936; 1119005140; 9781119005148; 1119005019; 9781119005018; 111900277X; 9781119002772; 1322436819; 9781322436814,"Cortada, James W., author.",(MiAaPQ)EBC1883959; (EBL)1883959; (CKB)2670000000583704,2015.,,Wiley; IEEE Press,,9982747556602771,992670000000583704
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HE,Available,"Automated transit : planning, operation, and applications /",Electronic books.; Local transit--Automation.; Transportation engineering.; Autonomous vehicles.,HE,1119289882; 9781119289883; 1119289858; 9781119289852; 1118891007; 9781118891001,"Liu, Rongfang, author.",(MiAaPQ)EBC4696768; (EBL)4696768; (CKB)4330000000009997,2017.,,Wiley,IEEE Press Series on Systems Science and Engineering,9983024795102771,(CKB)4330000000009997
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HE,Available,Fatal exit the automotive black box debate /,"Traffic accidents--Research--Equipment and supplies.--United States; Automobiles--Collision damage--United States--Statistics.; Automobiles--United States--Safety measures.; Automobile industry and trade--United States.; Privacy, Right of--United States.;",HE,1280275340; 9781280275340; 9786610275342; 6610275343; 0470315512; 9780470315514; 0471715964; 9780471715962; 0471715956; 9780471715955; 0471698075; 9780471698074,"Kowalick, Tom.",(MiAaPQ)EBC225810; (PQKB)10362205; (PQKBWorkID)10393281; (PQKBTitleCode)TC153665; (PQKBTitleCode)TC0000153665; (PQKBManifestationID)11178377; (SSID)ssj153665; (SSID)ssj0000153665; (OCoLC)224531175; (EBL)225810; (CKB)1000000000355318,c2005.,,Wiley; IEEE Press,,9982733854202771,991000000000355318
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HE,Available,Managing projects in telecommunication services,Telecommunication--Management.; Project management.; Electronic books.,HE,1280654430; 9781280654435; 9786610654437; 6610654433; 0470047682; 9780470047682; 0470047674; 9780470047675; 0471713430; 9780471713432,"Sherif, Mostafa Hashem.",(MiAaPQ)EBC275877; (PQKB)10339722; (PQKBWorkID)10154387; (PQKBTitleCode)TC197099; (PQKBTitleCode)TC0000197099; (PQKBManifestationID)11178902; (SSID)ssj197099; (SSID)ssj0000197099; (OCoLC)86135683; (EBL)275877; (CKB)1000000000355242,c2006.,,Wiley,,9982733857802771,991000000000355242
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HE,Available,The ComSoc guide to managing telecommunications projects,Telecommunication--Management.; Project management.; Electronic books.,HE,1118062965; 9781118062968; 1283138743; 9781283138741; 9786613138743; 6613138746; 0470644230; 9780470644232; 0470644257; 9780470644256; 0470284757; 9780470284759,"Desmond, Celia.",(MiAaPQ)EBC661641; (PQKB)11504662; (PQKBWorkID)10432739; (PQKBTitleCode)TC403431; (PQKBTitleCode)TC0000403431; (PQKBManifestationID)11265969; (SSID)ssj403431; (SSID)ssj0000403431; (OCoLC)701468012; (EBL)661641; (CKB)2480000000008338,c2010.,,Wiley-IEEE Press,The ComSoc Guides to Communications Technologies,9982753120502771,992480000000008338
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HF,Available,"Writing reports to get results : quick, effective results using the pyramid method /",Business report writing--Data processing.; Electronic books.,HF,0471722847; 9780471722847; 1119134625; 9781119134626; 1280264942; 9781280264948; 9786610264940; 6610264945; 0471660884; 9780471660880; 0471143421; 9780471143420,"Blicq, Ron S., author.",(MiAaPQ)EBC219009; (PQKB)11512048; (PQKBWorkID)10344454; (PQKBTitleCode)TC275344; (PQKBTitleCode)TC0000275344; (PQKBManifestationID)12068240; (SSID)ssj275344; (SSID)ssj0000275344; (OCoLC)475925612; (EBL)219009; (CKB)111087027107996,2001.,3rd ed.,IEEE Press,,9982804915002771,111087027107996
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HM,Available,How societies embrace information technology lessons for management and the rest of us /,Information society.; Information technology--Social aspects.; Internet--Social aspects.; Electronic books.,HM,1282491903; 9781282491908; 9786612491900; 6612491906; 0470643935; 9780470643938; 0470643889; 9780470643884; 0470534982; 9780470534984,"Cortada, James W.",(MiAaPQ)EBC496006; (PQKB)11284465; (PQKBWorkID)10347819; (PQKBTitleCode)TC361294; (PQKBTitleCode)TC0000361294; (PQKBManifestationID)11250414; (SSID)ssj361294; (SSID)ssj0000361294; (OCoLC)609858638; (EBL)496006; (CKB)2520000000006749,c2009.,,IEEE Computer Society; John Wiley & Sons,,9982755208102771,992520000000006749
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HV,Available,Emergent information technologies and enabling policies for counter-terrorism,Terrorism--United States--Prevention.; Terrorism--Government policy--United States.; Terrorism--Technological innovations--United States.; Information technology--Government policy--United States.; Electronic books.,HV,128065001X; 9781280650017; 9786610650019; 6610650012; 047178656X; 9780471786566; 0471786551; 9780471786559; 0471776157; 9780471776154,"Popp, Robert L.",(MiAaPQ)EBC272213; (PQKB)10939177; (PQKBWorkID)10182944; (PQKBTitleCode)TC145860; (PQKBTitleCode)TC0000145860; (PQKBManifestationID)11162125; (SSID)ssj145860; (SSID)ssj0000145860; (OCoLC)85899323; (EBL)272213; (CKB)1000000000354694,c2006.,,John Wiley distributor; Wiley-Interscience,IEEE Press Series on Computational Intelligence,9982733870002771,991000000000354694
IEEE Xplore Wiley eBooks Library (IEEE Xplore),HV,Available,Handbook of digital forensics of multimedia data and devices /,Criminal investigation--Technological innovations.; Electronics in criminal investigation.; Electronic books.,HV,1118705793; 9781118705797; 1118705777; 9781118705773; 1118705785; 9781118705780; 1118640500; 9781118640500,"Ho, Anthony T. S.",(MiAaPQ)EBC4037919; (MiAaPQ)EBC1895067; (PQKB)11018981; (PQKBWorkID)11499971; (PQKBTitleCode)TC1517176; (PQKBTitleCode)TC0001517176; (PQKBManifestationID)12642110; (SSID)ssj1517176; (SSID)ssj0001517176; (EBL)1895067; (CKB)3710000000451354,2015.,,IEEE Press; Wiley,Wiley - IEEE,9982804916502771,(CKB)3710000000451354
IEEE Xplore Wiley eBooks Library (IEEE Xplore),KF,Available,Intellectual property law for engineers and scientists,Intellectual property--United States.; Intangible property--United States.; Electronic books.,KF,1280542179; 9781280542176; 9786610542178; 6610542171; 0471697397; 9780471697398; 0471697400; 9780471697404; 0471449989; 9780471449980,"Rockman, Howard B.",(MiAaPQ)EBC190700; (PQKB)11449864; (PQKBWorkID)10149705; (PQKBTitleCode)TC180521; (PQKBTitleCode)TC0000180521; (PQKBManifestationID)11154679; (SSID)ssj180521; (SSID)ssj0000180521; (OCoLC)437056993; (EBL)190700; (CKB)1000000000019068,2004.,,Wiley; IEEE Press,,9982773692902771,991000000000019068
IEEE Xplore Wiley eBooks Library (IEEE Xplore),KJE,Available,Ethernet in the First Mile:Access for Everyone,"Telecommunication--Law and legislation--European Union countries; Telecommunication equipment industry--Law and legislation--European Union countries; Law - Non-U.S.; Law, Politics & Government; Law - Europe, except U.K.; Ethernet (Local area network syst",KJE,1118128621; 9781118128626; 1118121996; 9781118121993; 0738148385; 9780738148380; 1559379472; 9781559379472,"Braster, Patrick Author",(PQKB)11693108; (PQKBWorkID)10578161; (PQKBTitleCode)TC597334; (PQKBTitleCode)TC0000597334; (PQKBManifestationID)12225803; (SSID)ssj597334; (SSID)ssj0000597334; (PQKB)10751560; (PQKBWorkID)10528920; (PQKBTitleCode)TC564971; (PQKBTitleCode)TC0000564971; (PQKBManifestationID)12211917; (SSID)ssj564971; (SSID)ssj0000564971; (CKB)3280000000033640,2006,,IEEE,,9982707058202771,993280000000033640
IEEE Xplore Wiley eBooks Library (IEEE Xplore),ML,Available,Music navigation with symbols and layers toward content browsing with IEEE 1599 XML encoding /,Information storage and retrieval systems--Music.; XML (Document markup language); Electronic books.,ML,111849444X; 9781118494448; 1299387594; 9781299387591; 1118494423; 9781118494424; 1118494458; 9781118494455; 047059716X; 9780470597163,"Baggi, Denis L.",(MiAaPQ)EBC1153975; (OCoLC)801996991; (OCoLC)831118300; (EBL)1153975; (CKB)2550000001017465,c2013.,,IEEE Computer Society; Wiley,,9982757399002771,992550000001017465
IEEE Xplore Wiley eBooks Library (IEEE Xplore),P,Available,An introduction to network modeling and simulation for the practicing engineer,Communication and technology.; Simulation methods.; Electronic books.,P,1283239779; 9781283239776; 9786613239778; 6613239771; 1118063643; 9781118063644; 1118063635; 9781118063637; 1118063651; 9781118063651; 0470467266; 9780470467268,"Burbank, Jack.",(MiAaPQ)EBC697909; (PQKB)11682908; (PQKBWorkID)10570058; (PQKBTitleCode)TC585303; (PQKBTitleCode)TC0000585303; (PQKBManifestationID)11391009; (SSID)ssj585303; (SSID)ssj0000585303; (OCoLC)759393021; (EBL)697909; (CKB)2550000000045319,2011.,,Wiley,The ComSoc Guides to Communications Technologies,9982755481902771,992550000000045319
IEEE Xplore Wiley eBooks Library (IEEE Xplore),P,Available,Speech communications : human and machine /,Oral communication.; Speech processing systems.; Electronic books.; Oral communication; Speech processing systems; Journalism & Communications; Communication & Mass Media,P,0780334493; 9780780334496; 0470546476; 9780470546475,"O'Shaughnessy, Douglas, 1950-",(PQKB)11231517; (PQKBWorkID)10391973; (PQKBTitleCode)TC448917; (PQKBTitleCode)TC0000448917; (PQKBManifestationID)12143677; (SSID)ssj448917; (SSID)ssj0000448917; (IEEE)5263814; (IDAMS)b000064810c3bc3; (IDAMS)0b000064810c3bc3; (CaBNVSL)mat5263814; (CaBNVSL)mat05263814; (CKB)2580000000002626,1999,2nd ed.,Institute of Electrical and Electronics Engineers,,9982705494902771,992580000000002626
IEEE Xplore Wiley eBooks Library (IEEE Xplore),Q,Available,Computational intelligence : the experts speak,Computational intelligence; Engineering & Applied Sciences; Computer Science,Q,0471274542; 9780471274544; 0470544295; 9780470544297,,(PQKB)10141245; (PQKBWorkID)10431287; (PQKBTitleCode)TC402739; (PQKBTitleCode)TC0000402739; (PQKBManifestationID)12128757; (SSID)ssj402739; (SSID)ssj0000402739; (CKB)2580000000002500,2003,,IEEE Press,,9982705305802771,992580000000002500
IEEE Xplore Wiley eBooks Library (IEEE Xplore),Q,Available,Computational intelligence and feature selection rough and fuzzy approaches /,Artificial intelligence--Mathematical models.; Set theory.; Electronic books.,Q,1281831352; 9781281831354; 9786611831356; 6611831355; 0470377887; 9780470377888; 0470377917; 9780470377918; 0470229756; 9780470229750,"Jensen, Richard.",(MiAaPQ)EBC366721; (PQKB)11470784; (PQKBWorkID)10061648; (PQKBTitleCode)TC127609; (PQKBTitleCode)TC0000127609; (PQKBManifestationID)11143133; (SSID)ssj127609; (SSID)ssj0000127609; (OCoLC)654270726; (EBL)366721; (CKB)1000000000552741,2008.,,Wiley,IEEE Press Series on Computational Intelligence,9982739968202771,991000000000552741
IEEE Xplore Wiley eBooks Library (IEEE Xplore),Q,Available,Computational intelligence in bioinformatics,Bioinformatics.; Computational intelligence.; Electronic books.,Q,0470652152; 9780470652152; 1281221694; 9781281221698; 9786611221690; 6611221697; 0470199091; 9780470199091; 0470199083; 9780470199084; 0470105267; 9780470105269,"Fogel, Gary B.",(MiAaPQ)EBC331455; (PQKB)10804386; (PQKBWorkID)10062099; (PQKBTitleCode)TC127613; (PQKBTitleCode)TC0000127613; (PQKBManifestationID)11936917; (SSID)ssj127613; (SSID)ssj0000127613; (OCoLC)476130837; (EBL)331455; (CKB)1000000000376989,c2008.,,Wiley-IEEE,IEEE Press Series on Computational Intelligence,9982735181602771,991000000000376989
IEEE Xplore Wiley eBooks Library (IEEE Xplore),Q,Available,Evolving intelligent systems methodology and applications /,Computational intelligence.; Fuzzy systems.; Neural networks (Computer science); Evolutionary programming (Computer science); Intelligent control systems.; Electronic books.,Q,1282548743; 9781282548749; 9786612548741; 6612548746; 0470569964; 9780470569962; 0470569956; 9780470569955; 0470287195; 9780470287194,"Angelov, Plamen.",(MiAaPQ)EBC510100; (PQKB)10506550; (PQKBWorkID)10317080; (PQKBTitleCode)TC359811; (PQKBTitleCode)TC0000359811; (PQKBManifestationID)11270656; (SSID)ssj359811; (SSID)ssj0000359811; (OCoLC)609861163; (EBL)510100; (CKB)2670000000014368,2010.,,John Wiley,IEEE Press Series on Computational Intelligence,9982697487402771,992670000000014368
